MsgID.STATE,1518699055.2088041,False,False
MsgID.GLOBAL_POSITION,1518699070.9062698,-121.9938741,37.4138293,2.9970000
MsgID.LOCAL_VELOCITY,1518699070.9062698,0.2600000,-0.6200000,0.1400000
MsgID.LOCAL_POSITION,1518699070.9067705,10.1206074,6.0536475,-2.9970689
MsgID.LOCAL_VELOCITY,1518699070.9067705,0.2647662,-0.6254830,0.1442787
MsgID.LOCAL_POSITION,1518699071.1627798,10.3848896,6.0745296,-2.9842317
MsgID.LOCAL_VELOCITY,1518699071.1627798,0.1993204,0.5031466,0.2026178
MsgID.GLOBAL_POSITION,1518699071.1652837,-121.9938739,37.4138317,2.9840000
MsgID.LOCAL_VELOCITY,1518699071.1652837,0.1900000,0.5000000,0.2000000
MsgID.STATE,1518699071.3859019,True,False
MsgID.GLOBAL_HOME,1518699071.3864043,-121.9939422,37.4137382,0.0000000
MsgID.GLOBAL_POSITION,1518699071.4086819,-121.9938720,37.4138322,2.9880000
MsgID.LOCAL_VELOCITY,1518699071.4086819,0.0800000,1.8500000,0.0700000
MsgID.LOCAL_POSITION,1518699071.4158454,10.4478445,6.2414227,-2.9885702
MsgID.LOCAL_VELOCITY,1518699071.4158454,0.0846886,1.8573352,0.0770410
MsgID.GLOBAL_POSITION,1518699071.6583638,-121.9938651,37.4138317,2.9930000
MsgID.LOCAL_VELOCITY,1518699071.6583638,-0.0200000,2.8700000,0.1700000
MsgID.LOCAL_POSITION,1518699071.6588473,10.3927088,6.8563638,-2.9931245
MsgID.LOCAL_VELOCITY,1518699071.6588473,-0.0246032,2.8726208,0.1766376
MsgID.GLOBAL_POSITION,1518699071.9068434,-121.9938567,37.4138305,2.9820000
MsgID.LOCAL_VELOCITY,1518699071.9068434,-0.1000000,3.7500000,0.1500000
MsgID.LOCAL_POSITION,1518699071.9083700,10.2508183,7.5998073,-2.9820776
MsgID.LOCAL_VELOCITY,1518699071.9083700,-0.1098816,3.7574046,0.1559640
MsgID.GLOBAL_POSITION,1518699072.1578498,-121.9938454,37.4138305,2.9830000
MsgID.LOCAL_VELOCITY,1518699072.1578498,-0.1100000,4.5200000,0.0800000
MsgID.LOCAL_POSITION,1518699072.1578498,10.2536640,8.6026020,-2.9834750
MsgID.LOCAL_VELOCITY,1518699072.1578498,-0.1189277,4.5250564,0.0838428
MsgID.STATE,1518699072.3863442,True,False
MsgID.GLOBAL_HOME,1518699072.3878467,-121.9939422,37.4137382,0.0000000
MsgID.GLOBAL_POSITION,1518699072.4083433,-121.9938361,37.4138300,2.9880000
MsgID.LOCAL_VELOCITY,1518699072.4083433,-0.1000000,4.4700000,0.0700000
MsgID.LOCAL_POSITION,1518699072.4098437,10.1985989,9.4289017,-2.9882996
MsgID.LOCAL_VELOCITY,1518699072.4098437,-0.1064244,4.4726973,0.0755428
MsgID.LOCAL_POSITION,1518699072.6588476,10.2028875,10.6078825,-2.9783759
MsgID.LOCAL_VELOCITY,1518699072.6588476,-0.0514661,3.0206869,0.2111621
MsgID.GLOBAL_POSITION,1518699072.6598585,-121.9938229,37.4138300,2.9780000
MsgID.LOCAL_VELOCITY,1518699072.6598585,-0.0500000,3.0200000,0.2100000
MsgID.GLOBAL_POSITION,1518699072.9088469,-121.9938153,37.4138314,2.9580000
MsgID.LOCAL_VELOCITY,1518699072.9088469,0.0000000,1.0900000,0.0500000
MsgID.LOCAL_POSITION,1518699072.9093480,10.3526745,11.2803802,-2.9587910
MsgID.LOCAL_VELOCITY,1518699072.9093480,0.0051758,1.0987294,0.0553925
MsgID.GLOBAL_POSITION,1518699073.1618497,-121.9938140,37.4138314,2.9750000
MsgID.LOCAL_VELOCITY,1518699073.1618497,-0.0100000,0.1900000,0.0000000
MsgID.LOCAL_POSITION,1518699073.1633492,10.3514071,11.3932972,-2.9753170
MsgID.LOCAL_VELOCITY,1518699073.1633492,-0.0194361,0.1943994,-0.0092394
MsgID.STATE,1518699073.3893621,True,False
MsgID.GLOBAL_HOME,1518699073.3918586,-121.9939422,37.4137382,0.0000000
MsgID.GLOBAL_POSITION,1518699073.4083498,-121.9938129,37.4138303,2.9770000
MsgID.LOCAL_VELOCITY,1518699073.4083498,-0.1200000,-0.3500000,0.0200000
MsgID.LOCAL_POSITION,1518699073.4088438,10.2353668,11.4978952,-2.9771175
MsgID.LOCAL_VELOCITY,1518699073.4088438,-0.1287428,-0.3542264,0.0242262
MsgID.GLOBAL_POSITION,1518699073.6584687,-121.9938159,37.4138282,2.9590000
MsgID.LOCAL_VELOCITY,1518699073.6584687,-0.1200000,-0.7700000,0.0600000
MsgID.LOCAL_POSITION,1518699073.6588461,9.9978666,11.2261972,-2.9599738
MsgID.LOCAL_VELOCITY,1518699073.6588461,-0.1234491,-0.7726713,0.0650218
MsgID.GLOBAL_POSITION,1518699073.9098449,-121.9938183,37.4138286,2.9440000
MsgID.LOCAL_VELOCITY,1518699073.9098449,-0.2600000,-0.6500000,-0.0800000
MsgID.LOCAL_POSITION,1518699073.9133525,10.0452223,11.0122938,-2.9444492
MsgID.LOCAL_VELOCITY,1518699073.9133525,-0.2691443,-0.6548992,-0.0830098
MsgID.GLOBAL_POSITION,1518699074.1584973,-121.9938198,37.4138282,2.9360000
MsgID.LOCAL_VELOCITY,1518699074.1584973,-1.5500000,-0.4500000,-0.1700000
MsgID.LOCAL_POSITION,1518699074.1588433,9.9981318,10.8847237,-2.9368017
MsgID.LOCAL_VELOCITY,1518699074.1588433,-1.5590914,-0.4549512,-0.1714172
MsgID.STATE,1518699074.3878753,True,False
MsgID.GLOBAL_HOME,1518699074.3905110,-121.9939422,37.4137382,0.0000000
MsgID.GLOBAL_POSITION,1518699074.4088500,-121.9938194,37.4138230,2.9410000
MsgID.LOCAL_VELOCITY,1518699074.4088500,-2.7200000,-0.3600000,-0.1300000
MsgID.LOCAL_POSITION,1518699074.4088500,9.4243212,10.9141016,-2.9412999
MsgID.LOCAL_VELOCITY,1518699074.4088500,-2.7264540,-0.3680649,-0.1397360
MsgID.GLOBAL_POSITION,1518699074.6618514,-121.9938215,37.4138152,2.9440000
MsgID.LOCAL_VELOCITY,1518699074.6618514,-3.6700000,-0.2900000,-0.2400000
MsgID.LOCAL_POSITION,1518699074.6718485,8.5543184,10.7299795,-2.9441934
MsgID.LOCAL_VELOCITY,1518699074.6718485,-3.6797497,-0.2960626,-0.2432057
MsgID.LOCAL_POSITION,1518699074.9120543,7.6489382,10.5946274,-2.9522071
MsgID.LOCAL_VELOCITY,1518699074.9120543,-4.3792782,-0.1627418,-0.1583980
MsgID.GLOBAL_POSITION,1518699074.9205601,-121.9938230,37.4138070,2.9520000
MsgID.LOCAL_VELOCITY,1518699074.9205601,-4.3700000,-0.1600000,-0.1500000
MsgID.GLOBAL_POSITION,1518699075.1591775,-121.9938226,37.4137955,2.9510000
MsgID.LOCAL_VELOCITY,1518699075.1591775,-4.3500000,0.1100000,-0.1900000
MsgID.LOCAL_POSITION,1518699075.1596856,6.3677759,10.6305761,-2.9517918
MsgID.LOCAL_VELOCITY,1518699075.1596856,-4.3532591,0.1109710,-0.1934416
MsgID.STATE,1518699075.3872354,True,False
MsgID.GLOBAL_HOME,1518699075.3878086,-121.9939422,37.4137382,0.0000000
MsgID.LOCAL_POSITION,1518699075.4107375,5.4229889,10.8000250,-2.9593015
MsgID.LOCAL_VELOCITY,1518699075.4107375,-3.1737902,0.1853269,-0.0667887
MsgID.GLOBAL_POSITION,1518699075.4172349,-121.9938207,37.4137870,2.9590000
MsgID.LOCAL_VELOCITY,1518699075.4172349,-3.1700000,0.1800000,-0.0600000
MsgID.GLOBAL_POSITION,1518699075.6613283,-121.9938210,37.4137827,2.9650000
MsgID.LOCAL_VELOCITY,1518699075.6613283,-1.5100000,0.1000000,-0.0700000
MsgID.LOCAL_POSITION,1518699075.6617379,4.9489007,10.7730789,-2.9655895
MsgID.LOCAL_VELOCITY,1518699075.6617379,-1.5186247,0.1034994,-0.0711870
MsgID.GLOBAL_POSITION,1518699075.9137526,-121.9938215,37.4137796,2.9830000
MsgID.LOCAL_VELOCITY,1518699075.9137526,-0.5100000,0.0200000,0.0400000
MsgID.LOCAL_POSITION,1518699075.9162455,4.6005025,10.7338800,-2.9832160
MsgID.LOCAL_VELOCITY,1518699075.9162455,-0.5175013,0.0272008,0.0415155
MsgID.GLOBAL_POSITION,1518699076.1613085,-121.9938204,37.4137780,2.9930000
MsgID.LOCAL_VELOCITY,1518699076.1613085,0.0200000,0.0000000,0.0900000
MsgID.LOCAL_POSITION,1518699076.1622355,4.4269595,10.8299198,-2.9934118
MsgID.LOCAL_VELOCITY,1518699076.1622355,0.0271150,0.0062770,0.0925823
MsgID.STATE,1518699076.3907421,True,False
MsgID.GLOBAL_HOME,1518699076.3917353,-121.9939422,37.4137382,0.0000000
MsgID.GLOBAL_POSITION,1518699076.4132366,-121.9938229,37.4137809,2.9990000
MsgID.LOCAL_VELOCITY,1518699076.4132366,0.5300000,-0.0300000,0.1200000
MsgID.LOCAL_POSITION,1518699076.4149106,4.7494493,10.6028843,-2.9997370
MsgID.LOCAL_VELOCITY,1518699076.4149106,0.5399369,-0.0329992,0.1236432
MsgID.LOCAL_POSITION,1518699076.6642380,4.7741613,10.5494061,-2.9900877
MsgID.LOCAL_VELOCITY,1518699076.6642380,0.4056479,-0.0238991,0.1790685
MsgID.GLOBAL_POSITION,1518699076.6647415,-121.9938235,37.4137812,2.9900000
MsgID.LOCAL_VELOCITY,1518699076.6647415,0.4000000,-0.0200000,0.1700000
MsgID.GLOBAL_POSITION,1518699076.9142389,-121.9938230,37.4137801,2.9720000
MsgID.LOCAL_VELOCITY,1518699076.9142389,-0.5500000,0.0100000,0.1200000
MsgID.LOCAL_POSITION,1518699076.9192541,4.6570024,10.5990973,-2.9722123
MsgID.LOCAL_VELOCITY,1518699076.9192541,-0.5517529,0.0194129,0.1228547
MsgID.LOCAL_POSITION,1518699077.1622410,4.4058886,10.7626371,-2.9604239
MsgID.LOCAL_VELOCITY,1518699077.1622410,-1.8479391,0.0461192,0.0631187
MsgID.GLOBAL_POSITION,1518699077.1622410,-121.9938211,37.4137779,2.9600000
MsgID.LOCAL_VELOCITY,1518699077.1622410,-1.8400000,0.0400000,0.0600000
MsgID.STATE,1518699077.3932400,True,False
MsgID.GLOBAL_HOME,1518699077.3947403,-121.9939422,37.4137382,0.0000000
MsgID.LOCAL_POSITION,1518699077.4207428,3.8845878,10.7382469,-2.9403093
MsgID.LOCAL_VELOCITY,1518699077.4207428,-2.9148850,-0.0115194,-0.0205403
MsgID.GLOBAL_POSITION,1518699077.4232502,-121.9938214,37.4137732,2.9400000
MsgID.LOCAL_VELOCITY,1518699077.4232502,-2.9100000,-0.0100000,-0.0200000
MsgID.GLOBAL_POSITION,1518699077.6632550,-121.9938225,37.4137667,2.9480000
MsgID.LOCAL_VELOCITY,1518699077.6632550,-3.6800000,-0.0800000,-0.1700000
MsgID.LOCAL_POSITION,1518699077.6637533,3.1709559,10.6422071,-2.9481263
MsgID.LOCAL_VELOCITY,1518699077.6637533,-3.6893399,-0.0849372,-0.1754099
MsgID.LOCAL_POSITION,1518699077.9208281,2.1689832,10.5122356,-2.9482546
MsgID.LOCAL_VELOCITY,1518699077.9208281,-3.3337593,-0.0265342,-0.1153912
MsgID.GLOBAL_POSITION,1518699077.9217446,-121.9938239,37.4137577,2.9480000
MsgID.LOCAL_VELOCITY,1518699077.9217446,-3.3300000,-0.0200000,-0.1100000
MsgID.GLOBAL_POSITION,1518699078.1662366,-121.9938234,37.4137507,2.9390000
MsgID.LOCAL_VELOCITY,1518699078.1662366,-2.1800000,0.1100000,-0.1100000
MsgID.LOCAL_POSITION,1518699078.1667442,1.3837433,10.5651770,-2.9396846
MsgID.LOCAL_VELOCITY,1518699078.1667442,-2.1870737,0.1142828,-0.1154682
MsgID.STATE,1518699078.3922431,True,False
MsgID.GLOBAL_HOME,1518699078.3942418,-121.9939422,37.4137382,0.0000000
MsgID.LOCAL_POSITION,1518699078.4167366,1.0314579,10.5936022,-2.9453218
MsgID.LOCAL_VELOCITY,1518699078.4167366,-0.8427159,0.1282215,-0.1765345
MsgID.GLOBAL_POSITION,1518699078.4172976,-121.9938230,37.4137475,2.9450000
MsgID.LOCAL_VELOCITY,1518699078.4172976,-0.8400000,0.1200000,-0.1700000
MsgID.LOCAL_POSITION,1518699078.6650214,0.9007948,10.7878456,-2.9699247
MsgID.LOCAL_VELOCITY,1518699078.6650214,-0.1430071,0.0427353,-0.1796129
MsgID.GLOBAL_POSITION,1518699078.6654251,-121.9938208,37.4137463,2.9690000
MsgID.LOCAL_VELOCITY,1518699078.6654251,-0.1400000,0.0400000,-0.1700000
MsgID.LOCAL_POSITION,1518699078.9169230,0.9129214,10.8488569,-2.9887679
MsgID.LOCAL_VELOCITY,1518699078.9169230,0.1413041,-0.0460721,-0.0456157
MsgID.GLOBAL_POSITION,1518699078.9184310,-121.9938202,37.4137464,2.9880000
MsgID.LOCAL_VELOCITY,1518699078.9184310,0.1400000,-0.0400000,-0.0400000
MsgID.LOCAL_POSITION,1518699079.1654177,1.1344466,10.5331802,-2.9851513
MsgID.LOCAL_VELOCITY,1518699079.1654177,0.4103134,-0.5673475,0.0697269
MsgID.GLOBAL_POSITION,1518699079.1659234,-121.9938237,37.4137484,2.9850000
MsgID.LOCAL_VELOCITY,1518699079.1659234,0.4100000,-0.5600000,0.0600000
MsgID.STATE,1518699079.3914242,True,False
MsgID.GLOBAL_HOME,1518699079.3949509,-121.9939422,37.4137382,0.0000000
MsgID.GLOBAL_POSITION,1518699079.4164183,-121.9938265,37.4137479,2.9790000
MsgID.LOCAL_VELOCITY,1518699079.4164183,0.1800000,-1.6500000,0.1500000
MsgID.LOCAL_POSITION,1518699079.4169216,1.0748678,10.2855320,-2.9790435
MsgID.LOCAL_VELOCITY,1518699079.4169216,0.1882233,-1.6554724,0.1554019
MsgID.GLOBAL_POSITION,1518699079.6714818,-121.9938306,37.4137472,2.9830000
MsgID.LOCAL_VELOCITY,1518699079.6714818,-0.0400000,-2.7300000,0.0900000
MsgID.LOCAL_POSITION,1518699079.6764255,1.0050446,9.9204121,-2.9835417
MsgID.LOCAL_VELOCITY,1518699079.6764255,-0.0450066,-2.7369683,0.0968385
MsgID.GLOBAL_POSITION,1518699079.9170539,-121.9938401,37.4137464,3.0070000
MsgID.LOCAL_VELOCITY,1518699079.9170539,-0.1800000,-3.6800000,0.0800000
MsgID.LOCAL_POSITION,1518699079.9174197,0.9122811,9.0753107,-3.0072355
MsgID.LOCAL_VELOCITY,1518699079.9174197,-0.1894702,-3.6832831,0.0814222
MsgID.GLOBAL_POSITION,1518699080.1675014,-121.9938503,37.4137455,3.0030000
MsgID.LOCAL_VELOCITY,1518699080.1675014,-0.2900000,-4.3800000,0.2400000
MsgID.LOCAL_POSITION,1518699080.1685042,0.8133993,8.1734600,-3.0038834
MsgID.LOCAL_VELOCITY,1518699080.1685042,-0.2955713,-4.3872995,0.2484384
MsgID.STATE,1518699080.4105036,True,False
MsgID.GLOBAL_HOME,1518699080.4120045,-121.9939422,37.4137382,0.0000000
MsgID.LOCAL_POSITION,1518699080.4185052,0.8045712,7.3005838,-2.9813063
MsgID.LOCAL_VELOCITY,1518699080.4185052,-0.3414045,-4.5387254,0.2466233
MsgID.GLOBAL_POSITION,1518699080.4205177,-121.9938601,37.4137454,2.9810000
MsgID.LOCAL_VELOCITY,1518699080.4205177,-0.3400000,-4.5300000,0.2400000
MsgID.LOCAL_POSITION,1518699080.6705453,0.7081017,5.8568387,-2.9432023
MsgID.LOCAL_VELOCITY,1518699080.6705453,-0.3184969,-3.3906124,0.1135792
MsgID.GLOBAL_POSITION,1518699080.6730480,-121.9938763,37.4137446,2.9430000
MsgID.LOCAL_VELOCITY,1518699080.6730480,-0.3100000,-3.3900000,0.1100000
MsgID.LOCAL_POSITION,1518699080.9201653,0.8422703,5.2260542,-2.9562197
MsgID.LOCAL_VELOCITY,1518699080.9201653,-0.2102110,-1.7037096,-0.0541558
MsgID.GLOBAL_POSITION,1518699080.9210472,-121.9938834,37.4137458,2.9560000
MsgID.LOCAL_VELOCITY,1518699080.9210472,-0.2000000,-1.7000000,-0.0500000
MsgID.LOCAL_POSITION,1518699081.1710711,0.8923094,5.1629419,-2.9734473
MsgID.LOCAL_VELOCITY,1518699081.1710711,-0.0677541,-0.4673125,-0.0079954
MsgID.GLOBAL_POSITION,1518699081.1715958,-121.9938841,37.4137462,2.9730000
MsgID.LOCAL_VELOCITY,1518699081.1715958,-0.0600000,-0.4600000,0.0000000
MsgID.STATE,1518699081.3935409,True,False
MsgID.GLOBAL_HOME,1518699081.3940821,-121.9939422,37.4137382,0.0000000
MsgID.LOCAL_POSITION,1518699081.4215469,0.8685284,4.9984083,-2.9748700
MsgID.LOCAL_VELOCITY,1518699081.4215469,-0.0676151,-0.0763588,-0.0306291
MsgID.GLOBAL_POSITION,1518699081.4230478,-121.9938860,37.4137460,2.9740000
MsgID.LOCAL_VELOCITY,1518699081.4230478,-0.0600000,-0.0700000,-0.0300000
MsgID.LOCAL_POSITION,1518699081.6755509,0.6525200,5.0058279,-2.9672542
MsgID.LOCAL_VELOCITY,1518699081.6755509,-0.2415200,0.3653116,-0.0170461
MsgID.GLOBAL_POSITION,1518699081.6770470,-121.9938859,37.4137441,2.9670000
MsgID.LOCAL_VELOCITY,1518699081.6770470,-0.2400000,0.3600000,-0.0100000
MsgID.LOCAL_POSITION,1518699081.9206905,0.5521636,5.1404347,-2.9544878
MsgID.LOCAL_VELOCITY,1518699081.9206905,-0.2543370,0.5256243,-0.1178001
MsgID.GLOBAL_POSITION,1518699081.9240696,-121.9938844,37.4137432,2.9540000
MsgID.LOCAL_VELOCITY,1518699081.9240696,-0.2500000,0.5200000,-0.1100000
MsgID.LOCAL_POSITION,1518699082.1705489,0.5670906,5.2139058,-2.9571965
MsgID.LOCAL_VELOCITY,1518699082.1705489,-0.3064419,-0.5997514,-0.1387384
MsgID.GLOBAL_POSITION,1518699082.1748047,-121.9938836,37.4137433,2.9570000
MsgID.LOCAL_VELOCITY,1518699082.1748047,-0.3000000,-0.5900000,-0.1300000
MsgID.STATE,1518699082.3940423,True,False
MsgID.GLOBAL_HOME,1518699082.3941100,-121.9939422,37.4137382,0.0000000
MsgID.LOCAL_POSITION,1518699082.4255583,0.3583387,4.9573679,-2.9502666
MsgID.LOCAL_VELOCITY,1518699082.4255583,-0.4227285,-1.8382013,-0.1175734
MsgID.GLOBAL_POSITION,1518699082.4265490,-121.9938864,37.4137414,2.9500000
MsgID.LOCAL_VELOCITY,1518699082.4265490,-0.4200000,-1.8300000,-0.1100000
MsgID.LOCAL_POSITION,1518699082.6755579,0.2809550,4.1658068,-2.9606948
MsgID.LOCAL_VELOCITY,1518699082.6755579,-0.4992713,-2.9467506,-0.2062860
MsgID.GLOBAL_POSITION,1518699082.6765487,-121.9938954,37.4137407,2.9600000
MsgID.LOCAL_VELOCITY,1518699082.6765487,-0.4900000,-2.9400000,-0.2000000
MsgID.LOCAL_POSITION,1518699082.9250491,0.2632728,3.3229504,-2.9716227
MsgID.LOCAL_VELOCITY,1518699082.9250491,-0.5280471,-3.7632875,-0.1376396
MsgID.GLOBAL_POSITION,1518699082.9270475,-121.9939049,37.4137406,2.9710000
MsgID.LOCAL_VELOCITY,1518699082.9270475,-0.5200000,-3.7600000,-0.1300000
MsgID.LOCAL_POSITION,1518699083.1761334,0.0909460,2.4460180,-2.9798486
MsgID.LOCAL_VELOCITY,1518699083.1761334,-0.5821030,-4.4200187,-0.0872382
MsgID.GLOBAL_POSITION,1518699083.1776311,-121.9939147,37.4137390,2.9790000
MsgID.LOCAL_VELOCITY,1518699083.1776311,-0.5800000,-4.4200000,-0.0800000
MsgID.STATE,1518699083.3946800,True,False
MsgID.GLOBAL_HOME,1518699083.3956800,-121.9939422,37.4137382,0.0000000
MsgID.LOCAL_POSITION,1518699083.4236796,-0.0700239,1.1827732,-2.9806814
MsgID.LOCAL_VELOCITY,1518699083.4236796,-0.4647877,-3.9677050,0.0422898
MsgID.GLOBAL_POSITION,1518699083.4246802,-121.9939292,37.4137375,2.9800000
MsgID.LOCAL_VELOCITY,1518699083.4246802,-0.4500000,-3.9300000,0.0300000
MsgID.GLOBAL_POSITION,1518699083.6763186,-121.9939378,37.4137376,2.9830000
MsgID.LOCAL_VELOCITY,1518699083.6763186,-0.2600000,-2.5900000,0.0400000
MsgID.LOCAL_POSITION,1518699083.6806798,-0.0674369,0.3971103,-2.9833968
MsgID.LOCAL_VELOCITY,1518699083.6806798,-0.2612490,-2.5975611,0.0493222
MsgID.GLOBAL_POSITION,1518699083.9266796,-121.9939413,37.4137375,2.9890000
MsgID.LOCAL_VELOCITY,1518699083.9266796,-0.1200000,-1.1300000,0.0500000
MsgID.LOCAL_POSITION,1518699083.9326801,-0.0795312,0.0722136,-2.9898262
MsgID.LOCAL_VELOCITY,1518699083.9326801,-0.1167960,-1.1008407,0.0617348
MsgID.GLOBAL_POSITION,1518699084.1767030,-121.9939435,37.4137359,2.9980000
MsgID.LOCAL_VELOCITY,1518699084.1767030,-0.0400000,-0.3000000,0.1100000
MsgID.LOCAL_POSITION,1518699084.1812501,-0.2536301,-0.1150028,-2.9987230
MsgID.LOCAL_VELOCITY,1518699084.1812501,-0.0444016,-0.3001808,0.1140292
MsgID.STATE,1518699084.3966775,True,False
MsgID.GLOBAL_HOME,1518699084.3976800,-121.9939422,37.4137382,0.0000000
MsgID.GLOBAL_POSITION,1518699084.4276879,-121.9939447,37.4137360,2.9970000
MsgID.LOCAL_VELOCITY,1518699084.4276879,-0.0100000,-0.0900000,0.1700000
MsgID.LOCAL_POSITION,1518699084.4321787,-0.2448149,-0.2197868,-2.9969044
MsgID.LOCAL_VELOCITY,1518699084.4321787,-0.0135675,-0.0931286,0.1810916
MsgID.GLOBAL_POSITION,1518699084.6777024,-121.9939456,37.4137361,2.9750000
MsgID.LOCAL_VELOCITY,1518699084.6777024,0.0000000,-0.0100000,0.1700000
MsgID.LOCAL_POSITION,1518699084.6826806,-0.2388324,-0.2996528,-2.9759023
MsgID.LOCAL_VELOCITY,1518699084.6826806,0.0088789,-0.0146186,0.1772128
MsgID.GLOBAL_POSITION,1518699084.9276876,-121.9939475,37.4137373,2.8920000
MsgID.LOCAL_VELOCITY,1518699084.9276876,0.0100000,0.0800000,0.8400000
MsgID.LOCAL_POSITION,1518699084.9321795,-0.1018700,-0.4720715,-2.8855352
MsgID.LOCAL_VELOCITY,1518699084.9321795,0.0203057,0.0960257,0.8791482
MsgID.GLOBAL_POSITION,1518699085.1783257,-121.9939466,37.4137363,2.6100000
MsgID.LOCAL_VELOCITY,1518699085.1783257,0.0100000,0.4900000,1.3700000
MsgID.LOCAL_POSITION,1518699085.1807611,-0.2058546,-0.3919675,-2.6109738
MsgID.LOCAL_VELOCITY,1518699085.1807611,0.0122969,0.4960077,1.3764716
MsgID.STATE,1518699085.4006832,True,False
MsgID.GLOBAL_HOME,1518699085.4021788,-121.9939422,37.4137382,0.0000000
MsgID.GLOBAL_POSITION,1518699085.4296792,-121.9939448,37.4137367,2.2950000
MsgID.LOCAL_VELOCITY,1518699085.4296792,0.0100000,0.7600000,1.5000000
MsgID.LOCAL_POSITION,1518699085.4341929,-0.1543473,-0.2221151,-2.2761369
MsgID.LOCAL_VELOCITY,1518699085.4341929,0.0171406,0.7648734,1.5236051
MsgID.GLOBAL_POSITION,1518699085.6806798,-121.9939414,37.4137370,1.9210000
MsgID.LOCAL_VELOCITY,1518699085.6806798,0.0200000,0.5000000,1.6000000
MsgID.LOCAL_POSITION,1518699085.6821783,-0.1348025,0.0753283,-1.9195793
MsgID.LOCAL_VELOCITY,1518699085.6821783,0.0283733,0.5062334,1.6067841
MsgID.GLOBAL_POSITION,1518699085.9315722,-121.9939390,37.4137352,1.5350000
MsgID.LOCAL_VELOCITY,1518699085.9315722,0.0100000,0.1800000,1.6800000
MsgID.LOCAL_POSITION,1518699085.9375730,-0.3372938,0.2861382,-1.5193897
MsgID.LOCAL_VELOCITY,1518699085.9375730,0.0173153,0.1759587,1.6910005
MsgID.GLOBAL_POSITION,1518699086.1775763,-121.9939401,37.4137360,1.0920000
MsgID.LOCAL_VELOCITY,1518699086.1775763,0.0100000,0.0500000,1.7100000
MsgID.LOCAL_POSITION,1518699086.1820724,-0.2476153,0.1914228,-1.0922459
MsgID.LOCAL_VELOCITY,1518699086.1820724,0.0154919,0.0578734,1.7138774
MsgID.STATE,1518699086.3925698,True,False
MsgID.GLOBAL_HOME,1518699086.3935716,-121.9939422,37.4137382,0.0000000
MsgID.GLOBAL_POSITION,1518699086.4280720,-121.9939402,37.4137364,0.6580000
MsgID.LOCAL_VELOCITY,1518699086.4280720,0.0100000,0.0300000,1.7400000
MsgID.LOCAL_POSITION,1518699086.4340787,-0.2027049,0.1813334,-0.6587890
MsgID.LOCAL_VELOCITY,1518699086.4340787,0.0149785,0.0300460,1.7491300
MsgID.GLOBAL_POSITION,1518699086.6795833,-121.9939403,37.4137364,0.2350000
MsgID.LOCAL_VELOCITY,1518699086.6795833,0.0000000,0.0100000,1.7100000
MsgID.LOCAL_POSITION,1518699086.6842072,-0.1989861,0.1670221,-0.2260003
MsgID.LOCAL_VELOCITY,1518699086.6842072,0.0090460,0.0165650,1.7141566
MsgID.GLOBAL_POSITION,1518699086.9302337,-121.9939395,37.4137364,0.1930000
MsgID.LOCAL_VELOCITY,1518699086.9302337,0.0000000,-0.0300000,0.1800000
MsgID.LOCAL_POSITION,1518699086.9357388,-0.2059775,0.2360227,-0.1866398
MsgID.LOCAL_VELOCITY,1518699086.9357388,-0.0044763,-0.0342843,0.1909537
MsgID.GLOBAL_POSITION,1518699087.1797364,-121.9939415,37.4137354,0.1520000
MsgID.LOCAL_VELOCITY,1518699087.1797364,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518699087.1837344,-0.3116114,0.0635419,-0.1515716
MsgID.LOCAL_VELOCITY,1518699087.1837344,0.0000083,-0.0000008,0.0000012
MsgID.STATE,1518699087.3965602,True,False
MsgID.GLOBAL_HOME,1518699087.3972371,-121.9939422,37.4137382,0.0000000
MsgID.GLOBAL_POSITION,1518699087.4297361,-121.9939405,37.4137349,0.1090000
MsgID.LOCAL_VELOCITY,1518699087.4297361,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518699087.4362371,-0.3607580,0.1564775,-0.1076636
MsgID.LOCAL_VELOCITY,1518699087.4362371,0.0000083,0.0000005,0.0000130
MsgID.GLOBAL_POSITION,1518699087.6822338,-121.9939395,37.4137364,0.0590000
MsgID.LOCAL_VELOCITY,1518699087.6822338,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518699087.6852734,-0.1856178,0.2350914,-0.0563668
MsgID.LOCAL_VELOCITY,1518699087.6852734,0.0000084,0.0000005,0.0000130
MsgID.GLOBAL_POSITION,1518699087.9312749,-121.9939399,37.4137366,0.0140000
MsgID.LOCAL_VELOCITY,1518699087.9312749,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518699087.9362383,-0.1794672,0.2054650,-0.0145455
MsgID.LOCAL_VELOCITY,1518699087.9362383,-0.0000074,0.0000012,0.0000008
MsgID.GLOBAL_POSITION,1518699088.1807570,-121.9939399,37.4137364,-0.0190000
MsgID.LOCAL_VELOCITY,1518699088.1807570,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1518699088.1862347,-0.1985075,0.2084246,0.0215138
MsgID.LOCAL_VELOCITY,1518699088.1862347,-0.0000073,0.0000003,0.0000007
MsgID.STATE,1518699088.3952372,False,False
MsgID.GLOBAL_HOME,1518699088.3967373,-121.9939422,37.4137382,0.0000000
