MsgID.GLOBAL_POSITION,1520092890.0052772,-121.9939360,37.4137443,0.0450000
MsgID.LOCAL_VELOCITY,1520092890.0052772,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520092890.0057764,0.2289691,-0.1555773,-0.0455081
MsgID.LOCAL_VELOCITY,1520092890.0057764,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520092890.0057764,-121.9939356,37.4137435,0.0480000
MsgID.LOCAL_VELOCITY,1520092890.0057764,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520092890.0062757,0.0872918,-0.0196665,-0.0519813
MsgID.LOCAL_VELOCITY,1520092890.0062757,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1520092890.0072768,False,False
MsgID.GLOBAL_HOME,1520092890.0092766,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1520092890.0097768,-121.9939342,37.4137418,0.0600000
MsgID.LOCAL_VELOCITY,1520092890.0097768,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520092890.0102756,-0.0686722,-0.0392346,-0.0700844
MsgID.LOCAL_VELOCITY,1520092890.0102756,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520092890.0102756,-121.9939357,37.4137415,0.0800000
MsgID.LOCAL_VELOCITY,1520092890.0102756,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520092890.0107777,-0.0114477,-0.0289797,-0.0978229
MsgID.LOCAL_VELOCITY,1520092890.0107777,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520092890.0112762,-121.9939340,37.4137419,0.1070000
MsgID.LOCAL_VELOCITY,1520092890.0112762,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520092890.0112762,-0.0211683,0.1554634,-0.1305387
MsgID.LOCAL_VELOCITY,1520092890.0112762,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520092890.0117762,-121.9939335,37.4137422,0.1440000
MsgID.LOCAL_VELOCITY,1520092890.0117762,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520092890.0117762,0.1426602,-0.0468404,-0.1629692
MsgID.LOCAL_VELOCITY,1520092890.0117762,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_HOME,1520092890.0122766,-121.9939346,37.4137420,0.0000000
MsgID.STATE,1520092890.0127773,False,False
MsgID.GLOBAL_POSITION,1520092890.0142758,-121.9939361,37.4137441,0.1780000
MsgID.LOCAL_VELOCITY,1520092890.0142758,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520092890.0147753,0.2128650,-0.1607927,-0.1939522
MsgID.LOCAL_VELOCITY,1520092890.0147753,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520092890.0147753,-121.9939360,37.4137428,0.2060000
MsgID.LOCAL_VELOCITY,1520092890.0147753,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520092890.0147753,-0.0305268,-0.0419975,-0.2201473
MsgID.LOCAL_VELOCITY,1520092890.0147753,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520092890.0152760,-121.9939347,37.4137420,0.2280000
MsgID.LOCAL_VELOCITY,1520092890.0152760,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520092890.1179020,0.0757732,-0.0223570,-0.2581165
MsgID.LOCAL_VELOCITY,1520092890.1179020,0.0003090,0.0004200,-0.7338646
MsgID.GLOBAL_POSITION,1520092890.2432916,-121.9939346,37.4137430,0.3630000
MsgID.LOCAL_VELOCITY,1520092890.2432916,0.0000000,0.0000000,-1.5600000
MsgID.LOCAL_POSITION,1520092890.3692942,0.0993020,0.1071588,-0.6657985
MsgID.LOCAL_VELOCITY,1520092890.3692942,-0.0017866,0.0028728,-2.5185740
MsgID.STATE,1520092890.4007883,True,True
MsgID.GLOBAL_HOME,1520092890.4012878,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1520092890.4932973,-121.9939326,37.4137428,0.9610000
MsgID.LOCAL_VELOCITY,1520092890.4932973,0.0000000,0.0000000,-3.0100000
MsgID.LOCAL_POSITION,1520092890.6192949,0.0789358,0.1333911,-1.4486214
MsgID.LOCAL_VELOCITY,1520092890.6192949,-0.0087219,-0.0089207,-3.4440517
MsgID.GLOBAL_POSITION,1520092890.7432363,-121.9939341,37.4137422,1.8690000
MsgID.LOCAL_VELOCITY,1520092890.7432363,-0.0100000,-0.0100000,-3.6400000
MsgID.LOCAL_POSITION,1520092890.8697422,-0.0567526,-0.0440154,-2.3488545
MsgID.LOCAL_VELOCITY,1520092890.8697422,-0.0139175,-0.0152135,-3.8344743
MsgID.GLOBAL_POSITION,1520092890.9912210,-121.9939358,37.4137415,2.8610000
MsgID.LOCAL_VELOCITY,1520092890.9912210,0.0000000,-0.0100000,-3.7800000
MsgID.LOCAL_POSITION,1520092891.1207736,0.0222351,-0.1016952,-3.2428432
MsgID.LOCAL_VELOCITY,1520092891.1207736,-0.0011531,-0.0136173,-2.5338724
MsgID.GLOBAL_POSITION,1520092891.2549694,-121.9939349,37.4137429,3.4340000
MsgID.LOCAL_VELOCITY,1520092891.2549694,0.0000000,-0.0100000,-1.3700000
MsgID.LOCAL_POSITION,1520092891.3814659,0.1471874,0.0938202,-3.5167949
MsgID.LOCAL_VELOCITY,1520092891.3814659,0.0464128,-0.0107185,-0.4065796
MsgID.STATE,1520092891.4034665,True,True
MsgID.GLOBAL_HOME,1520092891.4039657,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1520092891.5064673,-121.9939327,37.4137434,3.4950000
MsgID.LOCAL_VELOCITY,1520092891.5064673,0.2900000,-0.0100000,0.3900000
MsgID.LOCAL_POSITION,1520092891.6316690,0.1956097,0.1422904,-3.4037113
MsgID.LOCAL_VELOCITY,1520092891.6316690,0.6845828,-0.0156247,0.8178552
MsgID.GLOBAL_POSITION,1520092891.7546628,-121.9939339,37.4137449,3.2470000
MsgID.LOCAL_VELOCITY,1520092891.7546628,1.1800000,-0.0200000,1.1500000
MsgID.LOCAL_POSITION,1520092891.8833978,0.4916342,-0.0286382,-3.0852625
MsgID.LOCAL_VELOCITY,1520092891.8833978,1.6523707,-0.0301444,1.2829244
MsgID.GLOBAL_POSITION,1520092892.0063932,-121.9939359,37.4137490,2.9130000
MsgID.LOCAL_VELOCITY,1520092892.0063932,2.4600000,-0.0300000,0.8700000
MsgID.LOCAL_POSITION,1520092892.1308911,1.0195577,-0.1042822,-2.8464100
MsgID.LOCAL_VELOCITY,1520092892.1308911,3.1436837,-0.0245680,0.3329705
MsgID.GLOBAL_POSITION,1520092892.2553880,-121.9939348,37.4137547,2.8330000
MsgID.LOCAL_VELOCITY,1520092892.2553880,3.9200000,0.0000000,-0.2100000
MsgID.LOCAL_POSITION,1520092892.3813908,1.9607424,0.0239815,-2.8851922
MsgID.LOCAL_VELOCITY,1520092892.3813908,4.5619164,0.0082345,-0.5554971
MsgID.STATE,1520092892.4013913,True,True
MsgID.GLOBAL_HOME,1520092892.4018934,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1520092892.5058985,-121.9939348,37.4137662,2.9670000
MsgID.LOCAL_VELOCITY,1520092892.5058985,5.0100000,0.0100000,-0.6000000
MsgID.LOCAL_POSITION,1520092892.6323917,3.2807355,-0.0414490,-3.0223408
MsgID.LOCAL_VELOCITY,1520092892.6323917,5.2362337,0.0093204,-0.4656650
MsgID.GLOBAL_POSITION,1520092892.7549701,-121.9939350,37.4137787,3.0670000
MsgID.LOCAL_VELOCITY,1520092892.7549701,5.4300000,0.0000000,-0.1500000
MsgID.LOCAL_POSITION,1520092892.8839674,4.8088017,-0.0067521,-3.0756142
MsgID.LOCAL_VELOCITY,1520092892.8839674,5.6570201,0.0067988,0.0767215
MsgID.GLOBAL_POSITION,1520092893.0079763,-121.9939345,37.4137914,3.0540000
MsgID.LOCAL_VELOCITY,1520092893.0079763,5.8600000,0.0000000,0.2800000
MsgID.LOCAL_POSITION,1520092893.1344769,6.0561581,0.0032751,-3.0302014
MsgID.LOCAL_VELOCITY,1520092893.1344769,6.0961823,0.0101834,0.2978096
MsgID.GLOBAL_POSITION,1520092893.2554731,-121.9939351,37.4138041,3.0010000
MsgID.LOCAL_VELOCITY,1520092893.2554731,6.3600000,0.0000000,0.2100000
MsgID.LOCAL_POSITION,1520092893.3860340,7.8528976,-0.1196904,-2.9897926
MsgID.LOCAL_VELOCITY,1520092893.3860340,6.3106122,0.0089373,0.1114775
MsgID.STATE,1520092893.4025371,True,True
MsgID.GLOBAL_HOME,1520092893.4035349,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1520092893.5125334,-121.9939358,37.4138199,2.9840000
MsgID.LOCAL_VELOCITY,1520092893.5125334,5.8500000,0.0300000,0.0800000
MsgID.LOCAL_POSITION,1520092893.6350343,9.3185005,0.0032233,-2.9815805
MsgID.LOCAL_VELOCITY,1520092893.6350343,5.0731959,0.0758997,0.0823207
MsgID.GLOBAL_POSITION,1520092893.7565317,-121.9939329,37.4138313,2.9870000
MsgID.LOCAL_VELOCITY,1520092893.7565317,3.8000000,0.1100000,-0.0500000
MsgID.LOCAL_POSITION,1520092893.8875322,10.2109194,0.1604615,-2.9956388
MsgID.LOCAL_VELOCITY,1520092893.8875322,3.0231390,0.1148063,-0.0480166
MsgID.GLOBAL_POSITION,1520092894.0065303,-121.9939337,37.4138365,3.0060000
MsgID.LOCAL_VELOCITY,1520092894.0065303,2.1300000,0.1200000,-0.0800000
MsgID.LOCAL_POSITION,1520092894.1385431,10.6878338,0.0701026,-3.0110996
MsgID.LOCAL_VELOCITY,1520092894.1385431,1.7008678,0.3301308,-0.0125788
MsgID.GLOBAL_POSITION,1520092894.2590837,-121.9939322,37.4138400,3.0060000
MsgID.LOCAL_VELOCITY,1520092894.2590837,1.4300000,0.8100000,0.0200000
MsgID.LOCAL_POSITION,1520092894.3876646,11.0644894,0.4457667,-3.0000148
MsgID.LOCAL_VELOCITY,1520092894.3876646,1.2430657,1.4857030,-0.0265634
MsgID.STATE,1520092894.4036624,True,True
MsgID.GLOBAL_HOME,1520092894.4041700,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1520092894.5066576,-121.9939269,37.4138430,2.9990000
MsgID.LOCAL_VELOCITY,1520092894.5066576,1.0300000,2.1100000,-0.0400000
MsgID.LOCAL_POSITION,1520092894.6392155,11.3701820,0.9128762,-2.9958642
MsgID.LOCAL_VELOCITY,1520092894.6392155,0.8322901,2.5941935,-0.0411400
MsgID.GLOBAL_POSITION,1520092894.7563519,-121.9939201,37.4138460,2.9900000
MsgID.LOCAL_VELOCITY,1520092894.7563519,0.5500000,3.1300000,-0.0200000
MsgID.LOCAL_POSITION,1520092894.8915370,11.6490164,1.5906818,-2.9818096
MsgID.LOCAL_VELOCITY,1520092894.8915370,0.3714082,3.4900560,-0.0380414
MsgID.GLOBAL_POSITION,1520092895.0076084,-121.9939107,37.4138472,2.9750000
MsgID.LOCAL_VELOCITY,1520092895.0076084,0.1000000,3.9900000,-0.1000000
MsgID.LOCAL_POSITION,1520092895.1422267,11.6396904,2.5850849,-2.9714282
MsgID.LOCAL_VELOCITY,1520092895.1422267,-0.0888703,4.3229671,-0.0964125
MsgID.GLOBAL_POSITION,1520092895.2572193,-121.9938996,37.4138459,2.9720000
MsgID.LOCAL_VELOCITY,1520092895.2572193,-0.3100000,4.7000000,-0.1600000
MsgID.LOCAL_POSITION,1520092895.3922176,11.4118271,3.6731377,-2.9797280
MsgID.LOCAL_VELOCITY,1520092895.3922176,-0.5194212,5.0601988,-0.1653960
MsgID.STATE,1520092895.4042213,True,True
MsgID.GLOBAL_HOME,1520092895.4047203,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1520092895.5081730,-121.9938872,37.4138439,2.9850000
MsgID.LOCAL_VELOCITY,1520092895.5081730,-0.6600000,5.3100000,-0.1400000
MsgID.LOCAL_POSITION,1520092895.6441739,11.2366734,4.9787784,-2.9909232
MsgID.LOCAL_VELOCITY,1520092895.6441739,-0.8292924,5.6054711,-0.1195818
MsgID.GLOBAL_POSITION,1520092895.7591722,-121.9938697,37.4138426,2.9930000
MsgID.LOCAL_VELOCITY,1520092895.7591722,-0.9700000,5.8700000,-0.0900000
MsgID.LOCAL_POSITION,1520092895.8937628,11.0286398,6.5748358,-2.9995005
MsgID.LOCAL_VELOCITY,1520092895.8937628,-1.1449499,6.1091223,-0.0603488
MsgID.GLOBAL_POSITION,1520092896.0107558,-121.9938517,37.4138391,3.0030000
MsgID.LOCAL_VELOCITY,1520092896.0107558,-1.3200000,6.1800000,-0.0400000
MsgID.LOCAL_POSITION,1520092896.1447949,10.5768318,8.0129623,-3.0054114
MsgID.LOCAL_VELOCITY,1520092896.1447949,-1.4208525,5.9928074,0.0011196
MsgID.GLOBAL_POSITION,1520092896.2597642,-121.9938362,37.4138355,3.0030000
MsgID.LOCAL_VELOCITY,1520092896.2597642,-1.4000000,5.3700000,0.0200000
MsgID.LOCAL_POSITION,1520092896.3927541,10.3526812,9.3871479,-2.9920175
MsgID.LOCAL_VELOCITY,1520092896.3927541,-1.1945269,4.3516331,0.0998290
MsgID.STATE,1520092896.4029632,True,True
MsgID.GLOBAL_HOME,1520092896.4034595,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1520092896.5115876,-121.9938250,37.4138350,2.9820000
MsgID.LOCAL_VELOCITY,1520092896.5115876,-1.0100000,3.6000000,0.0700000
MsgID.LOCAL_POSITION,1520092896.6435874,10.1943245,10.1958971,-2.9812267
MsgID.LOCAL_VELOCITY,1520092896.6435874,-0.7893553,2.6085114,-0.0191674
MsgID.GLOBAL_POSITION,1520092896.7615879,-121.9938159,37.4138319,2.9880000
MsgID.LOCAL_VELOCITY,1520092896.7615879,-0.6700000,1.8200000,-0.0800000
